Date,Open,High,Low,Close,Volume,stock_name
2024-07-03 00:00:00+05:30,7189.9501953125,7284.64990234375,7170.0,7258.7998046875,836393,bajfinance.ns
2024-07-04 00:00:00+05:30,7301.0498046875,7325.0,7100.0,7107.0498046875,1897977,bajfinance.ns
2024-07-05 00:00:00+05:30,7134.0,7149.89990234375,7077.0,7138.0,931079,bajfinance.ns
2024-07-08 00:00:00+05:30,7144.9501953125,7147.64990234375,7047.0,7098.25,677705,bajfinance.ns
2024-07-09 00:00:00+05:30,7109.85009765625,7142.39990234375,7042.0,7068.0498046875,973503,bajfinance.ns
2024-07-10 00:00:00+05:30,7068.0,7129.35009765625,7021.0,7054.9501953125,809714,bajfinance.ns
2024-07-11 00:00:00+05:30,7087.89990234375,7087.89990234375,6930.0,6950.2998046875,971801,bajfinance.ns
2024-07-12 00:00:00+05:30,6996.9501953125,7045.0,6915.0498046875,7004.2998046875,1068833,bajfinance.ns
2024-07-15 00:00:00+05:30,7020.0498046875,7085.0,6995.25,7063.75,533373,bajfinance.ns
2024-07-16 00:00:00+05:30,7080.0,7090.0,7005.2001953125,7059.10009765625,558200,bajfinance.ns
2024-07-18 00:00:00+05:30,7047.10009765625,7117.89990234375,6971.14990234375,7110.0,864605,bajfinance.ns
2024-07-19 00:00:00+05:30,7110.0,7110.0,6910.0,6932.2998046875,938598,bajfinance.ns
2024-07-22 00:00:00+05:30,6932.0,6958.60009765625,6849.39990234375,6884.25,575193,bajfinance.ns
2024-07-23 00:00:00+05:30,6934.0,6944.85009765625,6620.0,6727.10009765625,1932212,bajfinance.ns
2024-07-24 00:00:00+05:30,6630.0,6654.7001953125,6541.0498046875,6607.14990234375,3100626,bajfinance.ns
2024-07-25 00:00:00+05:30,6560.0,6666.0,6551.4501953125,6647.75,950965,bajfinance.ns
2024-07-26 00:00:00+05:30,6675.0498046875,6808.39990234375,6667.10009765625,6789.75,1110184,bajfinance.ns
2024-07-29 00:00:00+05:30,6823.85009765625,6855.0,6765.75,6812.4501953125,748565,bajfinance.ns
2024-07-30 00:00:00+05:30,6812.4501953125,6899.0,6783.0,6823.60009765625,1179413,bajfinance.ns
2024-07-31 00:00:00+05:30,6826.9501953125,6855.0,6793.0,6806.9501953125,889659,bajfinance.ns
2024-08-01 00:00:00+05:30,6831.5,6844.0,6750.0,6771.64990234375,839523,bajfinance.ns
2024-08-02 00:00:00+05:30,6725.0,6750.0,6673.10009765625,6725.0,622218,bajfinance.ns
2024-08-05 00:00:00+05:30,6650.0,6650.0,6532.60009765625,6596.7001953125,944041,bajfinance.ns
2024-08-06 00:00:00+05:30,6626.0,6697.0,6511.5,6538.35009765625,891828,bajfinance.ns
2024-08-07 00:00:00+05:30,6600.0,6659.35009765625,6581.10009765625,6637.14990234375,464284,bajfinance.ns
2024-08-08 00:00:00+05:30,6625.0498046875,6678.0498046875,6571.35009765625,6582.2001953125,690389,bajfinance.ns
2024-08-09 00:00:00+05:30,6700.0,6700.0,6591.0,6618.2001953125,699490,bajfinance.ns
2024-08-12 00:00:00+05:30,6619.10009765625,6645.0,6564.0498046875,6608.14990234375,674887,bajfinance.ns
2024-08-13 00:00:00+05:30,6644.9501953125,6644.9501953125,6452.2001953125,6465.0498046875,1072327,bajfinance.ns
2024-08-14 00:00:00+05:30,6482.5,6489.9501953125,6430.9501953125,6458.5,774276,bajfinance.ns
2024-08-16 00:00:00+05:30,6505.0,6600.0,6425.0,6590.89990234375,753419,bajfinance.ns
2024-08-19 00:00:00+05:30,6638.0,6656.0,6593.60009765625,6616.35009765625,528730,bajfinance.ns
2024-08-20 00:00:00+05:30,6647.35009765625,6773.89990234375,6616.35009765625,6722.2001953125,957159,bajfinance.ns
2024-08-21 00:00:00+05:30,6721.9501953125,6747.2998046875,6695.0,6735.35009765625,633111,bajfinance.ns
2024-08-22 00:00:00+05:30,6750.0,6765.0,6723.89990234375,6743.60009765625,728260,bajfinance.ns
2024-08-23 00:00:00+05:30,6755.0,6762.0,6704.9501953125,6735.85009765625,618045,bajfinance.ns
2024-08-26 00:00:00+05:30,6776.0,6819.0,6756.0498046875,6778.35009765625,898343,bajfinance.ns
2024-08-27 00:00:00+05:30,6778.35009765625,6873.35009765625,6730.0,6863.60009765625,2035902,bajfinance.ns
2024-08-28 00:00:00+05:30,6876.0,6917.0,6852.0,6900.0,848986,bajfinance.ns
2024-08-29 00:00:00+05:30,6889.0498046875,7158.0,6881.5498046875,7063.5498046875,2639159,bajfinance.ns
2024-08-30 00:00:00+05:30,7071.0498046875,7215.0498046875,7071.0498046875,7200.14990234375,2044367,bajfinance.ns
2024-09-02 00:00:00+05:30,7274.0,7450.0,7229.0,7440.0498046875,2296378,bajfinance.ns
2024-09-03 00:00:00+05:30,7460.0,7460.0,7206.10009765625,7353.7998046875,1898656,bajfinance.ns
2024-09-04 00:00:00+05:30,7254.9501953125,7377.0,7245.25,7299.5,886746,bajfinance.ns
2024-09-05 00:00:00+05:30,7320.0,7326.64990234375,7193.0,7244.89990234375,673447,bajfinance.ns
2024-09-06 00:00:00+05:30,7255.5498046875,7395.0,7255.5498046875,7317.14990234375,1842827,bajfinance.ns
2024-09-09 00:00:00+05:30,7324.0,7377.9501953125,7262.7998046875,7347.4501953125,878938,bajfinance.ns
2024-09-10 00:00:00+05:30,7369.9501953125,7369.9501953125,7193.0,7241.85009765625,1308932,bajfinance.ns
2024-09-11 00:00:00+05:30,7250.0,7432.0,7206.2998046875,7345.5498046875,1104890,bajfinance.ns
2024-09-12 00:00:00+05:30,7420.0,7440.0,7296.60009765625,7428.2998046875,1446764,bajfinance.ns
2024-09-13 00:00:00+05:30,7428.2998046875,7660.0,7352.0,7598.5,2208438,bajfinance.ns
2024-09-16 00:00:00+05:30,7680.0,7680.0,7322.0,7345.75,2679555,bajfinance.ns
2024-09-17 00:00:00+05:30,7337.5,7455.0,7286.14990234375,7365.5,1567786,bajfinance.ns
2024-09-18 00:00:00+05:30,7387.25,7672.5,7378.5,7631.10009765625,2974993,bajfinance.ns
2024-09-19 00:00:00+05:30,7675.0,7748.0,7560.0,7590.35009765625,1720644,bajfinance.ns
2024-09-20 00:00:00+05:30,7635.0,7655.0,7487.25,7582.4501953125,1645004,bajfinance.ns
2024-09-23 00:00:00+05:30,7625.75,7635.9501953125,7531.7001953125,7595.10009765625,573497,bajfinance.ns
2024-09-24 00:00:00+05:30,7597.0,7603.4501953125,7483.89990234375,7554.2001953125,1069540,bajfinance.ns
2024-09-25 00:00:00+05:30,7545.0,7640.0,7498.0498046875,7623.89990234375,1272038,bajfinance.ns
2024-09-26 00:00:00+05:30,7640.0,7779.39990234375,7587.5498046875,7768.39990234375,1668165,bajfinance.ns
2024-09-27 00:00:00+05:30,7780.0,7810.0,7711.0,7756.0,1178131,bajfinance.ns
2024-09-30 00:00:00+05:30,7746.0,7824.0,7676.14990234375,7703.0,961952,bajfinance.ns
2024-10-01 00:00:00+05:30,7660.10009765625,7814.64990234375,7651.0,7703.0,788288,bajfinance.ns
2024-10-03 00:00:00+05:30,7610.0,7700.0,7381.0,7423.60009765625,847569,bajfinance.ns
2024-07-03 00:00:00+05:30,3122.053671864414,3139.345082581703,3075.113134237558,3094.347900390625,4524810,reliance.ns
2024-07-04 00:00:00+05:30,3103.4669349132987,3124.3959026824637,3091.1089750802926,3097.537109375,3418588,reliance.ns
2024-07-05 00:00:00+05:30,3097.1382548476063,3186.186125174581,3085.527758379888,3166.5029296875,6134855,reliance.ns
2024-07-08 00:00:00+05:30,3167.2504254618125,3206.7165759181016,3154.344277457146,3190.969970703125,4750403,reliance.ns
2024-07-09 00:00:00+05:30,3184.392096680289,3190.172526678689,3150.307827813601,3169.791748046875,3480001,reliance.ns
2024-07-10 00:00:00+05:30,3179.209821781849,3184.1929092768046,3115.725335759075,3157.732666015625,3567289,reliance.ns
2024-07-11 00:00:00+05:30,3164.260544603564,3197.6472306647356,3130.375549795211,3150.60693359375,5970473,reliance.ns
2024-07-12 00:00:00+05:30,3158.280943483943,3199.4412960174936,3138.348592941286,3182.648193359375,6462392,reliance.ns
2024-07-15 00:00:00+05:30,3198.045849834165,3200.836427541989,3160.274143302895,3183.644775390625,2664844,reliance.ns
2024-07-16 00:00:00+05:30,3176.2199736846997,3189.176001189532,3127.634870541578,3141.836669921875,4693419,reliance.ns
2024-07-18 00:00:00+05:30,3141.338330188501,3177.0172850128693,3105.111187081371,3162.6162109375,6149187,reliance.ns
2024-07-19 00:00:00+05:30,3161.270793731356,3169.1938544032473,3095.095487304524,3099.779541015625,6570195,reliance.ns
2024-07-22 00:00:00+05:30,3064.100470043999,3064.5987787885174,2988.407420414608,2991.197998046875,9837188,reliance.ns
2024-07-23 00:00:00+05:30,2991.845704571471,3001.313570725178,2916.1027753418134,2965.734375,9026022,reliance.ns
2024-07-24 00:00:00+05:30,2959.9539769524845,3008.788234484697,2942.8122046041412,2981.281494140625,5956681,reliance.ns
2024-07-25 00:00:00+05:30,2951.9809305628182,2990.799132151518,2944.1573861386773,2974.703857421875,6259938,reliance.ns
2024-07-26 00:00:00+05:30,2974.7040202182225,3014.6186005284626,2970.617791063233,3007.841552734375,4929970,reliance.ns
2024-07-29 00:00:00+05:30,3013.6715898374314,3044.6664917107264,3013.322919697978,3029.91650390625,3769275,reliance.ns
2024-07-30 00:00:00+05:30,3023.7872618997835,3039.6832617696828,3009.7847378834235,3016.0634765625,4114104,reliance.ns
2024-07-31 00:00:00+05:30,2997.8253144024516,3010.681582287895,2992.144643553414,3000.665771484375,5028673,reliance.ns
2024-08-01 00:00:00+05:30,3013.77134820626,3025.7307583181896,2998.4235358885458,3020.34912109375,5382111,reliance.ns
2024-08-02 00:00:00+05:30,2999.8185413845913,3008.43918504969,2976.4479107135103,2988.5068359375,5134124,reliance.ns
2024-08-05 00:00:00+05:30,2949.987691125347,2957.7613560014097,2856.803958314462,2884.858642578125,8523352,reliance.ns
2024-08-06 00:00:00+05:30,2900.456039787015,2945.0047946162135,2892.831769710534,2902.25,5118093,reliance.ns
2024-08-07 00:00:00+05:30,2928.0620874634556,2935.038409659591,2913.1128256145953,2919.740234375,4087284,reliance.ns
2024-08-08 00:00:00+05:30,2905.1900006325677,2920.0893841515353,2882.0685224312615,2888.44677734375,6193596,reliance.ns
2024-08-09 00:00:00+05:30,2910.1231069497526,2943.011484528294,2902.150166930712,2938.62646484375,3124888,reliance.ns
2024-08-12 00:00:00+05:30,2930.05547476733,2936.0351798178754,2905.6383458109353,2911.368896484375,4092292,reliance.ns
2024-08-13 00:00:00+05:30,2911.618082077622,2930.2049014830795,2906.136685722521,2917.3486328125,3132532,reliance.ns
2024-08-14 00:00:00+05:30,2917.1991923764376,2934.041930862868,2897.565632901892,2913.810546875,3133733,reliance.ns
2024-08-16 00:00:00+05:30,2927.364653936184,2950.785165366382,2906.2364114365864,2946.39990234375,4708451,reliance.ns
2024-08-19 00:00:00+05:30,2965.0,2996.60009765625,2961.0,2976.800048828125,6898871,reliance.ns
2024-08-20 00:00:00+05:30,2994.449951171875,3007.85009765625,2980.050048828125,2991.89990234375,4205904,reliance.ns
2024-08-21 00:00:00+05:30,2986.5,3015.75,2980.0,2997.35009765625,3884998,reliance.ns
2024-08-22 00:00:00+05:30,3006.0,3013.0,2981.300048828125,2996.25,5222891,reliance.ns
2024-08-23 00:00:00+05:30,3007.5,3022.64990234375,2996.85009765625,2999.949951171875,4624827,reliance.ns
2024-08-26 00:00:00+05:30,3013.949951171875,3046.0,3006.0,3025.199951171875,4408057,reliance.ns
2024-08-27 00:00:00+05:30,3021.0,3026.949951171875,2998.89990234375,3000.89990234375,3125578,reliance.ns
2024-08-28 00:00:00+05:30,3010.0,3014.949951171875,2986.0,2996.60009765625,4805143,reliance.ns
2024-08-29 00:00:00+05:30,3006.199951171875,3074.0,2988.0,3041.85009765625,19167679,reliance.ns
2024-08-30 00:00:00+05:30,3068.0,3079.449951171875,3006.64990234375,3019.25,20810365,reliance.ns
2024-09-02 00:00:00+05:30,3021.75,3053.60009765625,3013.25,3032.5,5620426,reliance.ns
2024-09-03 00:00:00+05:30,3042.5,3046.0,3015.0,3018.25,5461900,reliance.ns
2024-09-04 00:00:00+05:30,3001.39990234375,3035.0,2999.0,3029.10009765625,5991652,reliance.ns
2024-09-05 00:00:00+05:30,3038.10009765625,3051.550048828125,2974.10009765625,2985.949951171875,8132084,reliance.ns
2024-09-06 00:00:00+05:30,2985.0,2994.0,2923.25,2929.64990234375,9697114,reliance.ns
2024-09-09 00:00:00+05:30,2933.0,2939.85009765625,2911.199951171875,2924.89990234375,4505149,reliance.ns
2024-09-10 00:00:00+05:30,2921.0,2944.10009765625,2915.14990234375,2923.050048828125,5384130,reliance.ns
2024-09-11 00:00:00+05:30,2926.10009765625,2937.5,2895.10009765625,2903.0,4880101,reliance.ns
2024-09-12 00:00:00+05:30,2914.0,2972.0,2891.75,2959.60009765625,11174688,reliance.ns
2024-09-13 00:00:00+05:30,2952.800048828125,2966.300048828125,2939.0,2945.25,4355664,reliance.ns
2024-09-16 00:00:00+05:30,2955.10009765625,2961.800048828125,2929.5,2942.699951171875,2740887,reliance.ns
2024-09-17 00:00:00+05:30,2948.0,2954.949951171875,2933.25,2944.60009765625,2967664,reliance.ns
2024-09-18 00:00:00+05:30,2940.0,2964.0,2921.10009765625,2926.89990234375,4287357,reliance.ns
2024-09-19 00:00:00+05:30,2932.5,2953.0,2911.10009765625,2939.35009765625,8477951,reliance.ns
2024-09-20 00:00:00+05:30,2948.0,2990.0,2942.75,2971.85009765625,15448660,reliance.ns
2024-09-23 00:00:00+05:30,2982.0,3003.0,2977.89990234375,2986.75,4416157,reliance.ns
2024-09-24 00:00:00+05:30,2977.0,3001.0,2975.75,2978.75,8568722,reliance.ns
2024-09-25 00:00:00+05:30,2967.800048828125,2993.0,2960.39990234375,2987.89990234375,3534501,reliance.ns
2024-09-26 00:00:00+05:30,2981.300048828125,3008.0,2976.10009765625,2995.89990234375,9409499,reliance.ns
2024-09-27 00:00:00+05:30,2998.0,3066.949951171875,2984.0,3052.35009765625,10298739,reliance.ns
2024-09-30 00:00:00+05:30,3038.800048828125,3049.949951171875,2948.800048828125,2953.14990234375,13504407,reliance.ns
2024-10-01 00:00:00+05:30,2961.300048828125,2975.89990234375,2925.64990234375,2929.64990234375,8215821,reliance.ns
2024-10-03 00:00:00+05:30,2873.14990234375,2898.800048828125,2812.550048828125,2815.050048828125,14384201,reliance.ns
2024-07-03 00:00:00+05:30,694.9163785105322,698.9929847297836,679.5047266423792,687.7077026367188,5875690,hindalco.ns
2024-07-04 00:00:00+05:30,693.7231860891976,701.7272896896147,686.6139161589182,687.906494140625,5924057,hindalco.ns
2024-07-05 00:00:00+05:30,690.0443079513576,698.4958592735285,689.5471578735829,695.1649780273438,5174673,hindalco.ns
2024-07-08 00:00:00+05:30,699.6393223005867,701.8764976300229,687.7077205435936,693.22607421875,2636146,hindalco.ns
2024-07-09 00:00:00+05:30,697.9987140315594,706.5994347115554,691.5854658463804,702.97021484375,5507357,hindalco.ns
2024-07-10 00:00:00+05:30,703.9644906205435,708.041096870418,681.3938655776016,689.3482666015625,5327276,hindalco.ns
2024-07-11 00:00:00+05:30,697.9986997048346,697.9986997048346,688.0556982845378,692.3311767578125,6856272,hindalco.ns
2024-07-12 00:00:00+05:30,693.5243556780247,698.4461535654508,682.1893096759079,688.1054077148438,3839953,hindalco.ns
2024-07-15 00:00:00+05:30,688.1053931574453,697.6009472660243,684.5259369626425,696.1094970703125,2848268,hindalco.ns
2024-07-16 00:00:00+05:30,696.3083386171421,699.1421302767509,685.0727597742618,686.8624877929688,4570179,hindalco.ns
2024-07-18 00:00:00+05:30,682.0898973216983,691.8837294441959,680.2007027772427,686.0173950195312,7841505,hindalco.ns
2024-07-19 00:00:00+05:30,680.001905989694,681.7916341462702,654.8958268651168,659.2210083007812,6207375,hindalco.ns
2024-07-22 00:00:00+05:30,651.2665766557727,671.152578996407,647.1402068951859,668.4679565429688,3291634,hindalco.ns
2024-07-23 00:00:00+05:30,668.467977122601,669.3628715303853,635.0595164367189,649.775146484375,9602846,hindalco.ns
2024-07-24 00:00:00+05:30,649.2779697173443,652.9071893819404,641.3235688632267,647.8859252929688,2610134,hindalco.ns
2024-07-25 00:00:00+05:30,638.2909897053452,645.300793584488,629.6902691831268,642.86474609375,6171776,hindalco.ns
2024-07-26 00:00:00+05:30,656.2380820990536,664.68963315639,651.2665814770911,663.7947387695312,4730539,hindalco.ns
2024-07-29 00:00:00+05:30,672.8926067005502,672.8926067005502,661.209580282033,663.0490112304688,6032470,hindalco.ns
2024-07-30 00:00:00+05:30,661.2095800337694,661.2095800337694,650.8688345072081,656.7352294921875,6714850,hindalco.ns
2024-07-31 00:00:00+05:30,663.1981692004704,670.1582699267123,660.4638439151611,665.7833251953125,8551592,hindalco.ns
2024-08-01 00:00:00+05:30,676.1240836117298,686.961979226882,663.5461627814003,669.6611328125,8831127,hindalco.ns
2024-08-02 00:00:00+05:30,656.0392279543526,661.8061566967608,642.8647509443247,644.356201171875,6717210,hindalco.ns
2024-08-05 00:00:00+05:30,624.4702113597211,630.2371402242321,605.7773802494285,610.798583984375,13451475,hindalco.ns
2024-08-06 00:00:00+05:30,621.4375739750009,625.4147744484409,604.5344719628808,606.8213500976562,7063441,hindalco.ns
2024-08-07 00:00:00+05:30,621.4375975967982,625.8622454291406,613.2346213085206,620.14501953125,4839670,hindalco.ns
2024-08-08 00:00:00+05:30,621.4375864449369,627.4033872748083,609.5059847851941,610.5499877929688,5396272,hindalco.ns
2024-08-09 00:00:00+05:30,622.0,626.5,614.7999877929688,622.9000244140625,3629264,hindalco.ns
2024-08-12 00:00:00+05:30,619.0,634.4000244140625,616.5,629.3499755859375,3586449,hindalco.ns
2024-08-13 00:00:00+05:30,634.4000244140625,634.4000244140625,619.2000122070312,621.4000244140625,6793767,hindalco.ns
2024-08-14 00:00:00+05:30,626.8499755859375,633.9500122070312,611.5999755859375,621.4500122070312,8646288,hindalco.ns
2024-08-16 00:00:00+05:30,633.9500122070312,642.0,630.2000122070312,634.1500244140625,6566337,hindalco.ns
2024-08-19 00:00:00+05:30,636.5,660.2999877929688,636.5,658.8499755859375,9510274,hindalco.ns
2024-08-20 00:00:00+05:30,663.0,674.2999877929688,661.0499877929688,672.9000244140625,10295836,hindalco.ns
2024-08-21 00:00:00+05:30,668.9000244140625,696.5999755859375,667.7999877929688,685.5999755859375,7815238,hindalco.ns
2024-08-22 00:00:00+05:30,691.5,692.0,677.2000122070312,685.5499877929688,6188728,hindalco.ns
2024-08-23 00:00:00+05:30,690.0499877929688,694.7000122070312,677.7999877929688,685.0999755859375,7774920,hindalco.ns
2024-08-26 00:00:00+05:30,694.4000244140625,712.9000244140625,689.5,711.8499755859375,11517668,hindalco.ns
2024-08-27 00:00:00+05:30,711.9000244140625,712.9500122070312,702.75,703.5,6465241,hindalco.ns
2024-08-28 00:00:00+05:30,706.0,710.7000122070312,701.1500244140625,705.0499877929688,3599946,hindalco.ns
2024-08-29 00:00:00+05:30,697.6500244140625,702.3499755859375,691.4000244140625,700.5,5728640,hindalco.ns
2024-08-30 00:00:00+05:30,699.0,708.5,695.0999755859375,701.3499755859375,7404373,hindalco.ns
2024-09-02 00:00:00+05:30,706.7000122070312,706.7000122070312,683.2000122070312,683.9000244140625,6186645,hindalco.ns
2024-09-03 00:00:00+05:30,687.6500244140625,692.7000122070312,677.5499877929688,678.9000244140625,4457291,hindalco.ns
2024-09-04 00:00:00+05:30,666.6500244140625,673.7999877929688,661.25,666.7999877929688,5816848,hindalco.ns
2024-09-05 00:00:00+05:30,670.0,672.4000244140625,667.25,669.9500122070312,3749608,hindalco.ns
2024-09-06 00:00:00+05:30,668.25,677.0,665.4500122070312,667.0999755859375,6311131,hindalco.ns
